city,html_file,file_size,has_infobox,paragraphs,headings,tables,links,first_paragraph
Vicovu De Sus,vicovu_de_sus.html,208372,False,79,22,6,416,"Vicovu de Sus (în germană Ober Wikow) este un oraș în județul Suceava, Bucovina, România, format din localitățile componente Bivolărie și Vicovu de Su"
Victoria,victoria.html,19542,False,1,9,1,98,"Victoria (din limba latină, victoria), prenume feminin cu onomastica la 12 martie, se poate referi la:"
Videle,videle.html,102715,False,21,3,4,189,"Videle este un oraș în județul Teleorman, Muntenia, România, format din localitatea componentă Videle (reședința), și din satul Coșoaia.[2] A fost înf"
Vișeu De Sus,vișeu_de_sus.html,230911,False,94,38,5,528,"Vișeu de Sus, sau Vișeul de Sus (în germană Oberwischau, în maghiară Felsővisó, în ebraică אויברווישווה) este un oraș în județul Maramureș, Transilvan"
Vlăhița,vlăhița.html,115631,False,28,9,4,207,"Vlăhița (în maghiară Szentegyháza, colocvial Oláhfalu) este un oraș în județul Harghita, Transilvania, România, format din localitățile componente Băi"
Voluntari,voluntari.html,147740,False,82,12,6,331,"Voluntari (în trecut Cetatea Voluntărească) este un oraș în județul Ilfov, Muntenia, România.[4] Localitatea se află în vecinătatea nord-estică a muni"
Vulcan,vulcan.html,85748,False,14,7,5,327,Vulcanul este formațiunea geologică de formă conică formată din acumularea materialelor rezultate din erupția magmei dintr-un focar situat la adâncime
Vânju Mare,vânju_mare.html,114909,False,45,9,4,219,"Vânju Mare (scris și Vînju Mare) este un oraș în județul Mehedinți, Oltenia, România, format din localitatea componentă Vânju Mare (reședința), și din"
Vălenii De Munte,vălenii_de_munte.html,216056,False,64,33,8,458,"Vălenii de Munte este un oraș în județul Prahova, Muntenia, România.[3] La recensământul din 2011 avea 12.257 locuitori.[4] Se află în Depresiunea Văl"
Zalău,zalău.html,425947,False,109,29,10,836,"Zalău (original și colocvial Zălau;[2] în maghiară Zilah, în germană Zillenmarkt sau Waltenberg)[3] este municipiul de reședință al județului Sălaj, T"
Zimnicea,zimnicea.html,254186,False,84,22,10,610,"Zimnicea este un oraș în județul Teleorman, Muntenia, România.[3] Se află în punctul cel mai sudic al țării, la 42 km de reședința județului, Alexandr"
Zlatna,zlatna.html,147534,False,35,13,5,385,"Zlatna, mai demult Zlacna, Zlagna (în maghiară Zalatna, Kisbánya, în germană Klein Schlatten, Klein-Schlatten, Goldmarkt, în traducere ""Târgul de aur"""
Zărnești,zărnești.html,265885,False,60,18,6,467,"Zărnești, mai demult Zernești, Zârnești (în dialectul săsesc Särnescht, în germană Zernescht, Zernen, în maghiară Zernest, Zernyest) este un oraș în j"
Însurăței,însurăței.html,134662,False,29,10,5,243,"Însurăței (în trecut și Pârdăleni) este un oraș în județul Brăila, Muntenia, România, format din localitatea componentă Însurăței (reședința), și din "
Întorsura Buzăului,întorsura_buzăului.html,119178,False,29,8,5,251,"Întorsura Buzăului (în maghiară Bodzaforduló) este un oraș în județul Covasna, Transilvania, România, format din localitatea componentă Întorsura Buză"
Șimleu Silvaniei,șimleu_silvaniei.html,255994,False,26,14,6,710,"Șimleu Silvaniei (în maghiară Szilágysomlyó, în traducere Șimleu Sălajului, în germană Schomlenmarkt, în idiș שאמלויא, Shamloya) este un oraș în județ"
Șomcuta Mare,șomcuta_mare.html,110600,False,33,11,5,235,"Șomcuta Mare (în maghiară Nagysomkút, colocvial Somkút, în trad. Fântâna Cornului, în germană Großhorn, în trad. Cornu Mare) este un oraș în județul M"
Ștefănești,ștefănești.html,9093,False,1,1,1,41,Ștefănești se poate referi la una din următoarele localități
Ștei,ștei.html,132020,False,33,15,4,237,"Ștei (în maghiară Stej; cunoscut ca Dr. Petru Groza între 1958 și 1996) este un oraș în județul Bihor, Crișana, România.[4]"
Țicleni,țicleni.html,101214,False,25,5,4,173,"Țicleni este un oraș în județul Gorj, Oltenia, România.[3]"
Țăndărei,țăndărei.html,140810,False,65,25,7,248,"Țăndărei este un oraș în județul Ialomița, Muntenia, România.[2] Localitatea reprezintă al patrulea centru urban ca mărime și importanță al județului "
